Indicator Name,Indicator Code,Country Name,Country Code,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
GDP per capita (current US$),NY.GDP.PCAP.CD,Afghanistan,AFG,,,,,,,,,,,92.20611552,157.9765025,168.6783221,196.2321413,227.8803625,251.1061653,306.9784168,367.1942446,425.0711956,501.4709467
GDP per capita (current US$),NY.GDP.PCAP.CD,Albania,ALB,346.0729743,217.1583301,380.8089109,624.5350681,771.8625351,968.0719517,710.3147881,885.9086309,1117.705767,1200.137437,1329.385031,1440.030143,1819.397838,2388.729275,2666.14162,2893.157853,3377.221517,4076.402136,3795.688861,3700.738411
GDP per capita (current US$),NY.GDP.PCAP.CD,Algeria,DZA,1762.991935,1807.491275,1838.300883,1533.005721,1476.200262,1630.657337,1647.505339,1623.922526,1616.020378,1794.405233,1781.053814,1814.55743,2131.345262,2624.207271,3111.703447,3508.908779,4005.224242,4966.571702,3951.910901,4566.891032
GDP per capita (current US$),NY.GDP.PCAP.CD,American Samoa,ASM,,,,,,,,,,,,,,,,,,,,
GDP per capita (current US$),NY.GDP.PCAP.CD,Andorra,ADO,20126.75364,20946.08694,16599.48733,16123.09453,18218.91006,18765.59507,18190.37111,18864.27098,19377.04565,17539.442,19050.46312,21091.1866,26563.27958,30842.10145,32607.838,35349.47358,39874.8198,44952.39917,,
GDP per capita (current US$),NY.GDP.PCAP.CD,Angola,AGO,1144.574971,525.2605258,464.8009366,345.7030549,416.3148338,604.4015752,600.0055025,490.566464,455.4968822,655.5318,621.0641974,767.7215947,905.0791108,1239.24603,1712.273442,2456.706689,3449.228964,4666.714912,4068.548534,4321.940845
GDP per capita (current US$),NY.GDP.PCAP.CD,Antigua and Barbuda,ATG,6539.645272,6641.844385,6998.022978,7475.72883,7199.457887,7680.256669,8017.640963,8357.420329,8578.691062,10334.38112,10029.39584,10225.23891,10605.19138,11151.75167,12193.34198,13685.12975,15078.81645,15591.40257,13829.82608,13006.30092
GDP per capita (current US$),NY.GDP.PCAP.CD,Arab World,ARB,1852.909111,1951.121261,1926.10407,1922.667765,2005.123893,2168.63333,2258.29667,2151.145302,2300.185281,2595.634726,2473.80135,2454.419345,2704.219035,3083.216637,3663.109779,4261.516611,4819.266121,5964.761625,5021.782964,5716.036796
GDP per capita (current US$),NY.GDP.PCAP.CD,Argentina,ARG,5732.833843,6821.086043,6967.021353,7479.294721,7402.975001,7712.440458,8199.901173,8273.179024,7759.032261,7695.594073,7203.256653,2709.706375,3410.337808,3993.906484,4735.983684,5485.523115,6623.863698,8225.669082,7665.073444,9123.714017
GDP per capita (current US$),NY.GDP.PCAP.CD,Armenia,ARM,588.9796367,368.8694649,356.4333077,399.678676,455.5502761,503.4286819,522.9914498,609.0913217,597.1228404,621.4248263,690.9977831,776.3093877,917.1741484,1167.831655,1598.339949,2079.73361,2994.70899,3787.492151,2803.265534,3030.710627
GDP per capita (current US$),NY.GDP.PCAP.CD,Aruba,ABW,13490.71845,14038.88408,14926.21612,16229.51661,16441.99568,16611.35164,17987.61968,19180.24495,19480.6208,20589.77183,20558.91166,20203.53069,,,,,,,,
GDP per capita (current US$),NY.GDP.PCAP.CD,Australia,AUS,19054.93059,18780.81337,17832.43741,18250.40312,20522.51181,22042.44006,23634.05883,21442.68802,20623.26054,21766.17351,19597.37353,20209.62079,23543.66335,30580.24298,34149.48708,36226.15487,40671.8048,49379.41709,42101.40531,50745.88439
GDP per capita (current US$),NY.GDP.PCAP.CD,Austria,AUT,22180.65535,24624.53784,23834.107,25383.19881,30014.27275,29485.60821,26082.45851,26743.79194,26563.20954,23974.18307,23833.83424,25679.0944,31268.6307,35662.21182,37067.32383,39299.6143,45181.46759,49679.41977,45638.08899,44885.06082
GDP per capita (current US$),NY.GDP.PCAP.CD,Azerbaijan,AZE,1209.237493,676.1515115,530.0903798,436.1905586,397.1981161,409.2167452,505.5605732,561.9103017,573.8902562,655.0974326,703.6712504,763.1012122,883.614009,1045.026415,1578.36733,2472.997476,3851.325664,5574.603802,4950.294791,5843.169753
GDP per capita (current US$),NY.GDP.PCAP.CD,"Bahamas, The",BHS,11927.23648,11698.48097,11422.19645,11832.57935,12256.32117,12722.21576,17273.06879,18424.15107,20476.93103,21258.29243,21606.50319,22753.34613,22402.62604,22540.62255,24130.35528,24580.14108,25296.38966,24715.65451,22807.43473,22664.85649
GDP per capita (current US$),NY.GDP.PCAP.CD,Bahrain,BHR,9110.637728,9142.006081,9768.289341,10209.53141,10462.8733,10613.52073,10707.17116,10117.09221,10564.06535,12489.46775,12340.56156,13224.70011,15062.02382,16725.72208,18570.7344,19539.98959,19955.10335,20813.13752,16517.77183,18184.19751
GDP per capita (current US$),NY.GDP.PCAP.CD,Bangladesh,BGD,287.2580878,287.672525,294.4329053,293.4899228,322.9273746,339.0849875,345.8254406,353.2898259,359.1882207,363.6399273,356.1180112,354.3039819,380.2787218,407.9878558,428.7534812,434.8408455,475.2496513,546.846854,607.7649413,674.9316307
GDP per capita (current US$),NY.GDP.PCAP.CD,Barbados,BRB,6480.357143,6083.037069,6266.975826,6575.397718,7057.831694,7504.234897,8270.322055,8891.221273,9253.343828,9565.401228,9523.726038,9211.257728,10003.67393,10461.31278,11108.9341,11771.84556,12551.45093,13484.51507,13181.34157,15034.88444
GDP per capita (current US$),NY.GDP.PCAP.CD,Belarus,BLR,1747.438671,1666.227513,1590.035409,1460.017544,1370.67271,1452.447002,1396.502166,1511.770268,1209.614881,1273.049124,1239.167298,1470.52145,1805.296111,2355.50519,3090.359635,3797.78257,4666.636982,6328.211117,5182.630404,5818.854859
GDP per capita (current US$),NY.GDP.PCAP.CD,Belgium,BEL,20785.53888,23088.12465,22012.69312,23913.88524,28067.96974,27154.33688,24532.02692,25051.33996,24886.86566,22697.0123,22600.91615,24465.3335,30038.98346,34706.6939,36011.4694,37918.7732,43255.26648,47375.81585,43849.41467,42832.59415
GDP per capita (current US$),NY.GDP.PCAP.CD,Belize,BLZ,2292.374879,2603.737078,2730.534894,2752.418063,2863.888092,2888.60961,2844.339657,2888.354183,3013.607543,3330.954622,3388.421125,3516.879348,3610.519139,3737.805047,3820.68063,4025.085538,4098.721207,4233.157405,4048.619448,4064.403829
GDP per capita (current US$),NY.GDP.PCAP.CD,Benin,BEN,380.5798684,317.9698016,398.118776,273.485526,355.5434653,379.2636172,360.1736025,379.3135738,377.1819222,345.9503552,352.8741361,404.6358346,496.5799582,547.1000615,561.6453188,601.5009283,683.6521297,799.7559729,765.5536147,741.0655283
GDP per capita (current US$),NY.GDP.PCAP.CD,Bermuda,BMU,26801.63882,27539.34479,29841.96616,30459.38114,32913.28934,43614.72492,47380.08078,50495.93548,53619.8871,56042.17391,58887.728,62694.71338,66452.77778,70848.38863,76543.01887,84862.52351,92110.125,95170.21807,90161.14907,89739.30912
GDP per capita (current US$),NY.GDP.PCAP.CD,Bhutan,BTN,438.2618501,436.1914535,425.6779454,483.8088638,552.4239786,578.1949371,649.0914506,658.1095809,714.2801028,748.8837299,774.8909464,837.0524902,978.5121341,1074.584881,1242.040308,1330.515907,1736.972047,1792.907154,1772.101824,2088.488843
GDP per capita (current US$),NY.GDP.PCAP.CD,Bolivia,BOL,784.178113,809.2527329,803.3818473,818.8705672,898.8397621,968.4888854,1015.555564,1066.020152,1017.970653,1010.907367,960.4568503,914.2820539,916.7965142,976.6818232,1044.009674,1230.441154,1386.434364,1733.646069,1774.195208,1978.854327
GDP per capita (current US$),NY.GDP.PCAP.CD,Bosnia and Herzegovina,BIH,,,,362.7356609,560.1795003,842.8075719,1090.979047,1182.862776,1301.071889,1490.642834,1533.73081,1761.502191,2212.700605,2650.592891,2895.543038,3279.072872,4043.524302,4913.217707,4534.056981,4427.347194
GDP per capita (current US$),NY.GDP.PCAP.CD,Botswana,BWA,2769.103531,2830.129329,2762.41353,2806.180054,3010.607278,2956.281649,3119.278524,3061.207573,3394.882412,3203.999676,3381.378046,3368.892865,4418.659107,5425.130963,5467.610139,5921.218827,6422.185056,6877.041097,5822.096565,7426.628358
GDP per capita (current US$),NY.GDP.PCAP.CD,Brazil,BRA,2677.266955,2526.596184,2791.968684,3426.840162,4751.065263,5109.348611,5220.856542,4980.980645,3413.259971,3696.146772,3129.755456,2812.334223,3041.677796,3609.875507,4743.264112,5793.400957,7197.031306,8628.952841,8391.668592,10992.94249
GDP per capita (current US$),NY.GDP.PCAP.CD,Brunei Darussalam,BRN,14272.47791,15680.81812,14964.06746,14494.10624,16345.96406,17213.35598,17055.7582,12975.46323,14390.55979,18350.13062,16752.27782,17106.51551,18801.25661,22116.83668,26248.41398,30975.36166,32442.93016,37414.31282,27390.05003,31007.94593
GDP per capita (current US$),NY.GDP.PCAP.CD,Bulgaria,BGR,1267.734414,1214.484933,1278.517392,1149.377993,1554.720855,1063.075366,1209.502723,1581.824485,1611.129028,1579.348216,1729.191145,2030.78851,2641.787702,3249.287444,3733.263161,4313.430635,5498.035686,6798.134903,6403.147686,6334.618296
GDP per capita (current US$),NY.GDP.PCAP.CD,Burkina Faso,BFA,327.2488905,227.5551425,230.4676709,182.2230623,222.5476795,235.3096256,216.5768393,241.3623932,252.2370048,212.3753864,222.3857061,252.7495748,318.7901981,370.4917793,384.7395561,399.7120816,448.5591797,538.2199842,522.266727,535.886652
GDP per capita (current US$),NY.GDP.PCAP.CD,Burundi,BDI,203.9469532,185.6083106,158.197583,153.7329344,164.3616428,141.5305116,157.3885577,143.6118988,128.5997279,131.0463341,126.5119287,117.1909879,111.0017381,127.6857731,154.0737912,165.5435912,171.1709116,204.0306803,222.1533331,241.7868565
GDP per capita (current US$),NY.GDP.PCAP.CD,Cambodia,KHM,,,240.4089699,256.9892733,308.0968608,306.0248868,293.5264208,260.3364074,287.722788,293.5684654,314.5181583,333.5114129,357.661682,404.5663964,471.1219389,538.2130032,631.986488,748.9036877,744.1699611,795.166471
GDP per capita (current US$),NY.GDP.PCAP.CD,Cameroon,CMR,992.3753938,884.6346727,1022.330494,678.4894416,626.4717331,681.1797116,672.5404753,642.9963943,684.3135812,642.6117788,598.402842,663.0742142,811.6255995,919.0277851,944.9841704,1000.478623,1127.208533,1265.31506,1156.813076,1147.021568
GDP per capita (current US$),NY.GDP.PCAP.CD,Canada,CAN,21234.37582,20320.47371,19549.0171,19390.48537,20117.09961,20684.94578,21260.28681,20390.38845,21681.37931,23559.50369,23017.36875,23425.22643,27335.30883,31011.91122,35087.89259,39249.99822,43245.58992,45099.61337,39655.79404,46212.02947
GDP per capita (current US$),NY.GDP.PCAP.CD,Cape Verde,CPV,899.2620907,979.2556787,1308.40774,1055.776673,1233.457217,1242.012133,1188.222271,1239.095068,1380.030429,1233.257523,1264.950161,1371.592541,1769.367573,1980.184638,2055.427986,2316.469284,2755.993921,3204.39076,3256.226332,3344.87221
GDP per capita (current US$),NY.GDP.PCAP.CD,Cayman Islands,CYM,,,,,,29693.92424,,,,,,,,,,,,,,
GDP per capita (current US$),NY.GDP.PCAP.CD,Central African Republic,CAF,466.964158,464.8852492,410.2657447,262.6668077,337.1409336,314.1323786,287.9613014,294.1913062,289.4384988,259.1882527,256.8380555,272.1103359,292.8508137,321.2377179,336.0098572,361.3107752,407.682027,467.9098875,458.5672053,450.9713345
GDP per capita (current US$),NY.GDP.PCAP.CD,Chad,TCD,302.8742986,294.598589,222.2844613,173.869056,206.6151787,222.6534085,207.380048,226.8776495,193.3964317,168.4499977,200.6756907,225.0967092,298.9621933,465.9700534,541.7935129,604.8151928,676.4757469,784.4311575,647.7725255,760.7122667
GDP per capita (current US$),NY.GDP.PCAP.CD,Channel Islands,CHI,,,,,,,,41333.3429,43308.69638,44310.90232,42692.60105,45446.70839,49790.47479,57809.33986,59337.8241,64644.8668,76413.04835,,,
GDP per capita (current US$),NY.GDP.PCAP.CD,Chile,CHL,2712.287868,3250.967523,3423.982861,3890.980936,4951.567941,5178.744068,5580.106075,5277.793874,4792.371966,4877.522032,4394.220342,4261.622005,4636.000513,5929.301714,7548.616804,9391.741251,10405.62212,10694.87287,10178.89078,12639.5243
GDP per capita (current US$),NY.GDP.PCAP.CD,China,CHN,329.7490887,362.808414,373.8000229,469.2131942,604.2280606,703.1207994,774.467161,820.8630768,864.7303144,949.1780621,1041.637704,1135.44795,1273.640743,1490.380056,1731.125235,2069.343631,2651.260121,3413.588661,3748.934494,4432.963557
GDP per capita (current US$),NY.GDP.PCAP.CD,Colombia,COL,1218.303891,1428.504788,1587.725226,2282.350312,2537.690248,2617.980325,2823.543494,2561.031495,2204.099977,2523.975779,2442.827789,2391.274573,2274.43654,2764.804377,3404.336912,3724.331964,4681.186045,5433.516914,5172.910415,6237.515632
GDP per capita (current US$),NY.GDP.PCAP.CD,Comoros,COM,550.2347796,579.2838807,559.8644279,385.0737227,468.9593107,454.5664008,407.7628027,403.5444828,406.2700651,358.954574,381.1065325,423.4251599,532.5564634,579.0611737,601.9472532,610.3575813,685.1574678,760.5632647,747.9124803,736.4376709
GDP per capita (current US$),NY.GDP.PCAP.CD,"Congo, Dem. Rep.",ZAR,240.0653632,208.0484938,260.6458119,136.4677514,128.0639028,127.4191393,131.3549251,131.2504768,97.28029263,86.76459563,92.0154875,105.6263494,104.8117041,116.7911285,125.2364434,149.3318651,164.776937,186.8803331,174.5055635,198.7321643
GDP per capita (current US$),NY.GDP.PCAP.CD,"Congo, Rep.",COG,1110.403884,1163.890261,741.4103543,665.4437783,774.3230319,904.1256185,803.4743535,655.6563224,770.3991681,1026.826182,869.5820427,918.2294446,1038.838361,1349.084699,1722.812834,2130.66865,2250.217548,3091.232339,2434.009561,2970.116262
GDP per capita (current US$),NY.GDP.PCAP.CD,Costa Rica,CRI,2275.665759,2658.608444,2917.67773,3119.378567,3379.254563,3329.466419,3516.46142,3768.380529,4122.811078,4068.821351,4097.882662,4125.291706,4210.502813,4390.486349,4632.856909,5140.89222,5911.591508,6596.715372,6403.581949,7773.858272
GDP per capita (current US$),NY.GDP.PCAP.CD,Cote d'Ivoire,CIV,810.5020586,833.4458636,799.1966531,583.2507243,749.4693524,804.4640613,756.655358,805.0212395,773.0422725,628.2248275,624.2436783,668.5815143,787.0006001,873.0674803,908.023451,947.6878041,1061.616208,1233.159353,1190.787415,1161.249284
GDP per capita (current US$),NY.GDP.PCAP.CD,Croatia,HRV,4025.822867,2299.659884,2349.250084,3135.136981,4721.697879,5193.904281,5140.349129,5577.96059,5067.558475,4861.67751,5191.901985,5974.075765,7689.956996,9237.116223,10090.36669,11228.62138,13376.00923,15767.08012,14322.86034,13773.59519
GDP per capita (current US$),NY.GDP.PCAP.CD,Cuba,CUB,2282.48615,2058.886643,2072.82974,2622.4872,2791.414599,2284.850609,2307.635625,2333.025032,2562.732295,2752.552094,2844.059443,3005.735616,3203.194781,3400.347308,3789.166787,4681.892538,5200.561521,5396.885835,,
GDP per capita (current US$),NY.GDP.PCAP.CD,Cyprus,CYP,9696.099541,11310.07195,10526.14185,11617.69274,14212.05401,14133.3252,13276.73238,14069.11641,14236.94153,13421.65542,13797.14597,14862.45444,18428.92826,21380.90308,22430.60642,23863.55546,27860.27611,31928.3968,29427.90879,28779.18555
GDP per capita (current US$),NY.GDP.PCAP.CD,Czech Republic,CZE,2754.733697,3207.662914,3762.405319,4415.833024,5595.615781,6291.138505,5770.887652,6203.713058,6044.981144,5724.824861,6288.80425,7685.088816,9335.666821,11156.66547,12705.60825,14445.72527,17467.432,21627.16158,18706.82412,18789.00148
GDP per capita (current US$),NY.GDP.PCAP.CD,Denmark,DNK,26520.38615,29043.65583,27102.85436,29502.09453,34773.67544,35043.36474,32248.95949,32738.68328,32685.31895,29980.15547,29946.38183,32344.31979,39443.26817,45282.068,47546.59459,50462.23358,57021.17318,62596.48854,56329.557,56278.44032
GDP per capita (current US$),NY.GDP.PCAP.CD,Djibouti,DJI,795.0299525,804.2203355,772.1992257,801.8167082,794.4047679,766.5713899,755.0458677,746.4625213,753.3733982,753.1196451,763.6264492,772.4228025,797.8614046,839.1586415,876.8834415,933.4593739,1010.085054,1148.308886,1202.919901,
GDP per capita (current US$),NY.GDP.PCAP.CD,Dominica,DMA,2547.034723,2702.280964,2815.618059,3019.751469,3139.356275,3321.595306,3469.235767,3670.042606,3824.703741,4718.33577,4847.271033,4802.087219,5007.894217,5396.257458,5341.151767,5739.687212,6197.735239,6780.546142,7085.413448,6963.872335
GDP per capita (current US$),NY.GDP.PCAP.CD,Dominican Republic,DOM,1324.878685,1506.581425,1700.468977,1866.400236,2066.429712,2251.065828,2392.181532,2543.189167,2566.637534,2792.917696,2852.873837,2998.659564,2364.321484,2413.944918,3670.450539,3825.468751,4334.333429,4739.329227,4775.845883,5195.381237
GDP per capita (current US$),NY.GDP.PCAP.CD,East Asia & Pacific (all income levels),EAS,2860.845985,3081.31587,3408.706248,3755.641015,4188.175632,3979.862048,3783.18132,3341.536641,3684.380684,3947.656439,3637.904873,3664.573724,3995.651285,4446.197538,4691.880923,4939.615185,5490.159731,6290.391344,6420.978069,7399.209122
GDP per capita (current US$),NY.GDP.PCAP.CD,East Asia & Pacific (developing only),EAP,448.8518342,495.0472356,526.9623046,627.1893745,765.4665018,868.6880176,889.758059,804.0444749,873.8857389,952.2434905,1004.35707,1100.575891,1232.919402,1418.032382,1623.554843,1937.710154,2430.067442,3050.659363,3268.267718,3893.958936
GDP per capita (current US$),NY.GDP.PCAP.CD,Ecuador,ECU,1081.473455,1118.548859,1375.236959,1663.011918,1774.840783,1836.849513,2008.436072,1945.397767,1373.208626,1291.341613,1692.952514,1936.011166,2187.363451,2471.492601,2751.473105,3057.617436,3285.521997,3856.407958,3647.696263,4008.237964
GDP per capita (current US$),NY.GDP.PCAP.CD,"Egypt, Arab Rep.",EGY,637.9470747,709.3624097,776.046367,850.3394095,969.3127845,1071.43828,1221.761357,1298.879882,1364.950544,1475.84441,1417.256455,1251.886587,1159.797175,1082.369248,1208.650122,1422.340016,1695.803891,2078.796297,2370.71111,2698.365074
GDP per capita (current US$),NY.GDP.PCAP.CD,El Salvador,SLV,981.1070969,1082.965056,1242.465994,1427.57967,1657.042902,1781.182014,1906.922425,2042.909154,2108.688359,2211.022459,2315.233249,2389.135493,2504.22608,2620.475213,2825.181931,3053.871051,3295.416324,3496.297002,3353.828138,3460.023288
GDP per capita (current US$),NY.GDP.PCAP.CD,Equatorial Guinea,GNQ,337.8609322,385.6117148,367.7044687,293.793688,370.5537896,566.5037106,1053.453398,933.9419655,1730.186234,2410.206075,3231.810819,3872.020268,5161.479241,8885.886023,13521.09771,15346.01834,19528.23819,27816.46303,17959.69742,20703.10031
GDP per capita (current US$),NY.GDP.PCAP.CD,Eritrea,ERI,,149.8425894,147.1058835,166.8794094,179.9268748,212.544454,205.8357301,217.4646263,194.6168663,172.7571562,180.3541143,169.9760056,209.9222115,256.8225939,244.8407165,260.7037207,274.6622873,278.9604332,364.2048206,402.9574968
GDP per capita (current US$),NY.GDP.PCAP.CD,Estonia,EST,,,,,2629.019511,3339.859371,3609.826134,4035.564361,4150.033724,4143.930269,4572.91227,5386.3902,7270.283436,8912.793921,10330.28166,12503.09468,16392.72413,17814.03166,14344.71727,14045.11527
GDP per capita (current US$),NY.GDP.PCAP.CD,Ethiopia,ETH,267.2351079,272.5291667,163.7980362,124.3675662,133.3341722,144.3296137,147.0001829,129.7876092,122.549154,124.730041,121.3690579,112.8255093,120.8773539,138.6245475,165.7145926,199.5500317,251.5840752,335.3513204,393.6974192,357.8563044
GDP per capita (current US$),NY.GDP.PCAP.CD,Euro area,EMU,19284.28814,21189.09737,19322.95313,20375.42779,23467.15243,23663.92218,21546.66319,22063.43287,21886.75276,19850.50829,20049.9523,21697.67403,26622.89536,30307.74248,31270.51083,32985.47273,37710.21894,41083.03658,37444.43646,36324.13802
GDP per capita (current US$),NY.GDP.PCAP.CD,Europe & Central Asia (all income levels),ECS,10409.86117,11118.56176,10186.52696,10643.88741,12160.99711,12380.38505,11712.67723,11991.42698,11852.12472,11121.07725,11220.94391,12266.76624,14914.24608,17334.97454,18381.26259,19839.58804,23109.79271,25269.51855,22101.28981,22434.93199
GDP per capita (current US$),NY.GDP.PCAP.CD,Europe & Central Asia (developing only),ECA,2324.135226,2142.809973,2095.454438,1819.601814,1936.321182,1948.538416,2031.879073,1896.308314,1603.007881,1781.412264,1776.585016,2031.625365,2562.860291,3378.589845,4263.567591,5223.903306,6739.146306,8295.746456,6464.665938,7551.200152
GDP per capita (current US$),NY.GDP.PCAP.CD,European Union,EUU,15935.4307,17319.88592,15748.08307,16713.60517,19173.49311,19535.3119,18376.7185,18996.47631,18964.59133,17545.01836,17721.60247,19282.7601,23398.31393,26887.60168,27944.64894,29683.1033,34161.24856,36567.70473,32554.17515,32150.67505
GDP per capita (current US$),NY.GDP.PCAP.CD,Faeroe Islands,FRO,,,,,,,,24926.48165,24976.35833,23224.09863,24912.63198,27020.40558,31320.81814,35145.52708,35867.50995,40642.29394,46904.18102,49650.38362,45205.93054,
GDP per capita (current US$),NY.GDP.PCAP.CD,Fiji,FJI,1882.10986,2057.779811,2166.181831,2383.734576,2540.250346,2713.433737,2640.049167,2069.209214,2406.873235,2074.747318,2037.485389,2257.27088,2833.506969,3329.874928,3655.35718,3747.49705,4046.447152,4255.141586,3377.269039,3686.989833
GDP per capita (current US$),NY.GDP.PCAP.CD,Finland,FIN,24991.46168,21850.73356,17240.23292,19776.73638,25609.13824,25037.85381,23928.21124,25179.59983,25229.59582,23529.53846,24025.11823,25993.83997,31508.87523,36162.65601,37318.79732,39487.05406,46538.17128,51186.48516,44889.75153,44090.89689
GDP per capita (current US$),NY.GDP.PCAP.CD,France,FRA,21269.80186,23343.88756,21958.70388,23065.13422,26396.61121,26301.22018,23674.87051,24359.76051,24075.08601,21774.99299,21812.24902,23494.47836,28794.16731,32784.96831,33819.13577,35457.27358,40342.24327,43992.09864,40477.06443,39170.2647
GDP per capita (current US$),NY.GDP.PCAP.CD,French Polynesia,PYF,16380.73843,17486.7192,17805.818,16647.23688,18454.17866,17961.85198,15877.10929,16473.11744,16259.08256,14507.54146,,,,,,,,,,
GDP per capita (current US$),NY.GDP.PCAP.CD,Gabon,GAB,5630.223694,5641.551304,4277.979935,3969.713937,4560.569186,5092.103979,4638.398789,3806.110692,3863.726938,4102.603134,3730.977094,3821.295297,4595.795047,5340.195357,6321.99287,6832.264152,8127.672731,10018.46899,7408.651978,8767.825851
GDP per capita (current US$),NY.GDP.PCAP.CD,"Gambia, The",GMB,684.0037584,691.5751843,708.1570655,682.1887414,697.7875091,732.9241573,674.6678836,685.922521,646.4611994,606.4875245,515.4639282,424.4553977,360.9064208,396.305297,423.039697,431.1765111,523.4557834,633.7912205,584.7753686,607.5922719
GDP per capita (current US$),NY.GDP.PCAP.CD,Georgia,GEO,1310.472642,757.3839392,550.0153945,517.087113,569.0181411,670.4611048,774.6802109,805.27269,628.865658,691.9977052,733.9704138,779.3845906,922.0297396,1186.986535,1470.040763,1761.119081,2318.127261,2918.777397,2441.016658,2613.695828
GDP per capita (current US$),NY.GDP.PCAP.CD,Germany,DEU,22603.61647,25604.72543,24735.62024,26375.84573,30887.86549,29749.97126,26296.53061,26547.77535,25956.63741,22945.70885,22840.27405,24325.66645,29367.40894,33040.05141,33542.78138,35237.60326,40402.99008,44132.04182,40275.25076,39851.67172
GDP per capita (current US$),NY.GDP.PCAP.CD,Ghana,GHA,433.7224411,409.5993724,370.414053,328.6359192,379.9187691,397.3519494,385.5462453,408.8382832,411.9440602,259.7110113,270.4302486,306.2273448,369.9094186,420.0714688,495.3993577,919.6123467,1084.538717,1226.216755,1090.417181,1319.072249
GDP per capita (current US$),NY.GDP.PCAP.CD,Greece,GRC,9775.540848,10687.47313,9914.110548,10536.04777,12273.60892,12888.81943,12495.06451,12485.06168,12238.59337,11396.23262,11857.73582,13292.349,17494.44136,20607.17607,21620.71749,23505.71996,27240.76615,30362.62926,28520.96379,26432.96568
GDP per capita (current US$),NY.GDP.PCAP.CD,Greenland,GRL,18315.31561,18768.8265,16797.35739,18124.10076,21665.83081,21422.46222,19145.61441,20496.5798,20170.32276,19004.00345,19275.43281,20652.84127,25129.07655,28903.93583,29903.28404,30620.21553,37516.75092,30883.03497,22507.88872,
GDP per capita (current US$),NY.GDP.PCAP.CD,Grenada,GRD,2506.748777,2583.740759,2548.153413,2635.88627,2758.466614,2925.832828,3018.049933,3367.103101,3745.57884,5119.60954,5105.168013,5297.816358,5763.765285,5795.843146,6788.482906,6803.692476,7390.247755,8024.74688,7449.866277,7499.517636
GDP per capita (current US$),NY.GDP.PCAP.CD,Guam,GUM,,,,,,,,,,,,,,,,,,,,
GDP per capita (current US$),NY.GDP.PCAP.CD,Guatemala,GTM,1030.117929,1117.24955,1191.892749,1326.405642,1463.397914,1540.202928,1697.145612,1808.579103,1669.087423,1716.685342,1624.546728,1760.679912,1811.58362,1931.941657,2139.726418,2319.244587,2553.597571,2858.573276,2688.813223,2873.077445
GDP per capita (current US$),NY.GDP.PCAP.CD,Guinea,GIN,495.5608414,507.9499411,477.1958652,466.6793372,488.2536205,495.6653372,474.0309542,442.3185993,420.7663657,372.9843358,341.3862543,354.8375471,394.1485773,412.4432932,324.8453606,306.6033345,449.0614604,395.2440989,426.6601454,474.4617421
GDP per capita (current US$),NY.GDP.PCAP.CD,Guinea-Bissau,GNB,247.8722327,213.7374751,219.1785023,213.6175118,225.6640168,235.5755975,229.4091606,172.9726953,184.4407649,173.6626946,157.3572866,157.8980976,361.4418632,389.8035614,418.844506,414.561653,484.9921506,582.5282213,562.4150147,551.3316137
GDP per capita (current US$),NY.GDP.PCAP.CD,Guyana,GUY,465.4217167,508.9465855,610.1089154,744.4407588,853.9075801,967.6484345,1026.577856,982.3024685,949.7727725,972.1278856,946.9004522,978.9297336,1001.355526,1056.707451,1105.389791,1948.96182,2320.23639,2558.081538,2689.947039,2994.445312
GDP per capita (current US$),NY.GDP.PCAP.CD,Haiti,HTI,477.9448605,284.4455981,238.5114783,275.0833388,342.1740553,369.8831028,396.0652906,450.4190163,481.2867356,423.8688942,399.0001679,359.7696493,311.4442761,397.3541239,444.4342611,514.7874835,621.4615753,658.1233348,655.9302677,663.9062502
GDP per capita (current US$),NY.GDP.PCAP.CD,Heavily indebted poor countries (HIPC),HPC,360.2596159,330.9085517,316.8971128,270.9367503,301.6715096,308.2581404,315.084696,316.3335478,306.0562671,291.5409695,286.334341,302.2582345,336.2566394,378.531276,419.1046514,487.324151,565.2250422,668.6603832,646.4312243,694.5133106
GDP per capita (current US$),NY.GDP.PCAP.CD,High income,HIC,19559.09042,20886.67649,20914.85703,22263.41012,24387.11523,24392.08897,23852.31409,23777.5847,24852.28833,25189.43297,24790.47828,25692.20114,28607.25645,31563.24043,33048.79638,34605.95375,37556.30766,39574.59652,36760.89189,38229.37535
GDP per capita (current US$),NY.GDP.PCAP.CD,High income: nonOECD,NOC,9584.595451,10847.58486,11266.46084,12021.08774,12676.10171,13602.92994,14193.18166,13117.48535,13586.17201,14916.35067,14167.05542,14357.62474,15241.28285,16963.6865,19164.38811,20966.6595,22737.13179,25422.22214,21875.57934,24511.56713
GDP per capita (current US$),NY.GDP.PCAP.CD,High income: OECD,OEC,20274.67181,21592.77698,21603.29739,23002.09627,25260.82818,25204.79741,24587.05347,24594.85118,25722.88863,25989.69748,25626.82724,26593.586,29680.0527,32751.85627,34199.58997,35759.38557,38836.1709,40826.64226,38097.96367,39486.68108
GDP per capita (current US$),NY.GDP.PCAP.CD,Honduras,HND,610.4153363,661.9987259,656.5089322,630.8677664,701.5217452,706.9066743,799.0932077,872.4146701,882.1673035,1142.709658,1192.087164,1200.526133,1245.805541,1315.578089,1412.138442,1549.965852,1720.353176,1894.629517,1895.785045,2018.750027
