Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
Greenland,GRL,,,,,,,,,,,1498.276493,1876.504224,2196.714337,2860.280688,3432.705941,4257.912574,4844.656251,5713.963017,7235.516837,8480.761995,9483.102968,8544.098311,7813.651595,7988.178239,7198.70804,7760.834508,11271.33304,14554.35208,16397.95019,16813.74145,18326.92852,18315.31561,18768.8265,16797.35739,18124.10076,21665.83081,21422.46222,19145.61441,20496.5798,20170.32276,19004.00345,19275.43281,20656.12529,25129.07655,28903.42796,29903.28404,30620.21553,37516.75092,30883.03497,22507.88872,
Grenada,GRD,,,,,,,,,,,,,,,,,,591.5883161,758.8741499,884.8331612,940.1683608,971.1050046,1023.809364,1055.348793,1119.368883,1284.371523,1439.218829,1684.152702,1883.415972,2201.443022,2298.028696,2506.748777,2583.740759,2548.153413,2635.88627,2758.466614,2925.832828,3018.049933,3367.103101,3745.57884,4231.39083,4151.428034,4288.689437,4699.109641,4580.833987,5391.216558,5478.011176,5904.310875,6541.345126,5906.456801,6008.899105
Guam,GUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,250.9283426,251.9430183,260.4236051,279.8676369,280.2190294,279.532277,284.2332859,289.2145427,311.9879645,323.5014223,349.5061298,354.5715397,365.2918924,434.7057552,520.9042007,585.3835752,683.5303416,837.43075,905.5252,1005.123791,1119.692737,1193.50725,1179.067391,1194.148066,1219.372301,1222.129595,888.0804606,850.1493342,919.8133836,964.3745777,857.3364637,1030.117929,1117.24955,1191.892749,1326.405642,1463.397914,1540.202928,1697.145612,1808.579103,1669.087423,1716.685342,1624.546728,1760.679912,1811.58362,1931.941657,2139.726418,2319.244587,2553.597571,2858.573276,2684.966406,2862.621416
Guinea,GIN,,,,,,,,,,,,,,,,,,,,,,,,,,,381.0313804,394.8724705,448.582149,441.6703255,463.004517,495.5608414,507.9499411,477.1958652,466.6793372,488.2536205,495.6653372,474.0309542,442.3185993,420.7663657,372.9843358,341.3862543,354.8375471,394.1485773,412.4432932,324.8453606,306.6033345,449.0614604,395.2522777,426.6530128,451.8909178
Guinea-Bissau,GNB,,,,,,,,,,,130.5879074,127.9471921,139.4565936,137.986369,147.5015585,157.0144231,155.8284007,153.1612821,157.1198831,146.4838712,132.5813232,180.7313963,189.3278266,183.7635812,152.9173508,156.0450905,138.630023,181.5168072,168.3633164,213.8879363,239.9555648,247.8722327,213.7374751,219.1785023,213.6175118,225.6640168,235.5755975,229.4091606,172.9726953,184.4407649,173.6626946,157.3572866,157.8980976,361.4418632,389.8035614,418.844506,414.561653,484.9921506,582.5282213,562.4150147,579.793913
Guyana,GUY,303.8577304,322.7322,329.5548843,289.3500766,312.2917817,332.9475946,347.6380765,370.234139,331.544891,351.981431,371.5635918,386.4778431,387.8391272,414.9460559,583.3388903,660.771519,601.7685821,590.0212763,658.9134025,684.6613185,776.4630768,735.3857903,624.7399617,639.2887347,576.9705712,603.3350611,677.3704028,480.0935789,564.6787652,521.5696523,547.0620844,465.4217167,508.9465855,610.1089154,744.4407588,853.9075801,967.6484345,1026.577856,982.3024685,949.7727725,972.1278856,946.9004522,978.9297336,1001.355526,1056.707451,1105.389791,1948.962591,2320.23652,2558.085271,2689.855879,2945.159441
Haiti,HTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477.9448605,284.4455981,238.5114783,275.0833388,342.1740553,369.8831028,396.0652906,450.4190163,481.2867356,423.8688942,399.0001679,359.7696493,311.4442761,397.3541239,444.4342611,514.7874835,621.4615753,658.1233348,656.7792203,671.4336438
Honduras,HND,167.8644401,172.4022771,181.5224081,185.7815939,200.4765815,216.4970174,227.5246322,240.8555563,253.7260684,255.2524619,268.9524025,264.5558177,282.5863685,312.0598991,343.5682007,362.2710787,421.351236,505.7964266,566.4106496,640.4064378,707.3469341,753.4877705,752.4572535,773.4887101,809.4288832,861.2427585,874.6636976,925.8328132,859.7175759,749.7089421,623.5840144,610.4153363,661.9987259,656.5089322,630.8677664,701.5217452,706.9066743,799.0932077,872.4146701,882.1673035,1142.709658,1192.087164,1200.526133,1245.805541,1315.578089,1418.362289,1555.707985,1731.073291,1912.883156,1921.879465,2026.221072
"Hong Kong SAR, China",HKG,429.4438809,483.1775611,521.8597598,577.3467078,649.0642575,678.4218103,688.2541354,723.5519365,717.197732,829.4206135,962.7441108,1102.003816,1382.79915,1891.21138,2162.750949,2251.126344,2849.366833,3426.518774,3920.126374,4563.074576,5691.822585,5970.129339,6115.081337,5572.133542,6179.056084,6512.064378,7405.322434,9027.263142,10590.82877,12091.08151,13478.31268,15443.9073,17929.88971,20328.43889,22457.86265,23428.78913,24701.38593,27169.68439,25506.78703,24715.50994,25374.49559,24811.68668,24285.07176,23559.17001,24454.39134,26092.25178,27698.5312,29900.41147,30864.88035,29881.81436,31757.81138
Hungary,HUN,,,,,,,,,456.4172587,505.27357,536.1774854,581.9628795,680.6733276,839.5298565,917.1202154,1039.621632,1198.379943,1332.505569,1552.860905,1788.782656,2069.90031,2124.091768,2166.584369,1971.366306,1917.859489,1949.442543,2255.116839,2489.762532,2735.983515,2805.046111,3186.444287,3222.572727,3592.751337,3726.343377,4014.318018,4323.405734,4379.948308,4443.28653,4582.760663,4692.955462,4689.608437,5221.099222,6546.377593,8324.777602,10099.41315,10924.43074,11199.14155,13713.22206,15485.21915,12847.30315,13030.54304
Iceland,ISL,1411.57341,1418.355622,1565.475364,1838.171082,2285.620721,2699.458502,3192.351829,3121.738503,2360.196376,2042.903012,2543.637255,3205.445554,3957.958327,5364.800477,6942.992473,6357.94924,7476.162351,9800.86167,11047.38669,12438.77357,14611.07475,14897.18562,13500.52121,11497.78089,11807.55664,12198.52713,16174.9727,22107.87594,24074.30531,22115.28693,25011.40139,26385.13914,26718.04033,23223.86723,23664.6748,26186.94087,27151.72311,27290.42171,30261.7729,31504.8663,30951.23927,27799.9405,30927.80532,37882.2471,45309.06712,54937.57654,54812.80312,65565.67117,53128.61758,37972.23703,39678.83996
India,IND,84.1759732,59.39633129,58.2999709,65.35792303,74.51505775,120.725479,90.80559567,96.94504745,100.2956205,107.8947466,111.7552923,118.2798372,124.1050901,145.4165619,164.7036718,158.1211846,161.0610925,186.4532773,206.0726581,224.4799364,267.4087839,270.9852081,275.1306131,293.1173784,279.6801606,300.5181747,315.093751,345.5749419,359.4330184,351.8379136,373.7033674,308.7296514,278.1460456,306.9370229,353.2895091,382.2212355,409.3178258,425.6299684,423.8035786,450.9198997,452.9693998,462.8195234,483.6641802,563.1925702,668.2959016,761.9667042,857.2083286,1104.58803,1064.754306,1195.000319,1476.602725
Indonesia,IDN,,,,,,,,54.5633625,66.39957746,76.26130157,81.58666824,81.12562798,93.207733,134.5047215,208.0620133,239.7205997,286.2722428,343.9961161,377.0005895,373.9568779,517.2601994,599.407692,600.380961,529.4355778,531.9293186,519.5056225,466.9012814,434.4610427,498.7878177,559.9138265,620.7161311,683.7384322,730.2214455,816.464647,900.2674297,1013.699545,1124.16197,1052.107705,459.2276532,664.7397402,773.3111369,742.1107816,893.3199025,1058.299984,1143.496951,1257.653396,1585.650791,1858.823058,2171.628671,2271.775253,2945.576691
"Iran, Islamic Rep.",IRN,,,,,,245.5647528,260.4995663,280.7519856,310.8851899,339.7145025,369.4106598,448.7736323,541.3200537,831.7465001,1391.161047,1492.445346,1883.070269,2146.610827,2028.781901,2314.030993,2334.092852,2426.407242,2926.003981,3413.422497,3417.389883,3670.605407,4119.072721,2554.34817,2244.820629,2133.380285,2114.703787,,,1037.070228,1141.46831,1519.977942,1818.173014,1699.580022,1626.120038,1628.170452,1550.090608,1740.796285,1732.121661,1989.513801,2369.265585,2753.612704,3157.749312,4004.42275,4678.248802,4525.948608,
Iraq,IRQ,228.1756799,241.9370047,251.428145,247.5342476,284.4320075,301.6520032,316.4781011,308.7062112,338.7767398,340.9894127,358.3624215,400.1223034,500.5569596,586.657655,1138.970123,1365.83786,1594.357293,1859.752022,2140.717209,2963.446554,3452.992176,2304.572246,2534.658689,2517.846366,2782.691535,2817.9666,2474.900972,2625.503827,2531.780177,2741.536269,,,,,,,,455.4440913,457.392816,760.5929543,1063.481495,759.3351939,741.641767,,957.1619199,1134.736852,1585.489565,1945.539633,2867.295084,2096.851054,2564.726859
Ireland,IRL,684.3090432,740.9553877,798.7101357,852.9276381,965.9947437,1024.236489,1076.294866,1152.978198,1125.501022,1294.284806,1446.242899,1661.508155,2027.72056,2362.725152,2453.293315,2897.154199,2842.346039,3336.423768,4289.747926,5278.902937,6206.058843,5826.577268,5989.009654,5751.694689,5529.6049,5831.369551,7870.140419,9281.269088,10383.06433,10851.05663,13649.4598,13705.06352,15291.27287,14276.76451,15519.25917,18593.73284,20359.32195,22094.83581,23704.5116,25645.3709,25427.13732,27111.43312,31225.68688,39540.06784,45558.8713,48523.20636,52219.66867,59488.95223,59573.36992,49737.92745,45497.12666
Isle of Man,IMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12672.33394,14032.57418,15994.68685,18465.98437,20653.89839,20359.46252,20812.80909,24251.80573,28727.9529,34732.62014,36449.11341,42649.33015,50191.06172,,,
Israel,ISR,1365.683343,1595.860165,1132.382866,1257.743162,1375.942829,1429.319391,1513.888674,1428.446411,1412.470279,1587.769579,1806.422695,1815.93627,2278.840038,2819.451184,3721.524668,3570.763172,3531.261737,3812.971925,3690.743636,4625.286651,5616.54684,5863.582711,6095.93452,6683.435283,6261.785796,5698.715086,6908.919348,8120.01471,9881.242706,9871.574325,11264.01838,11956.0089,12838.41816,12530.99838,13830.28675,17324.58426,18511.97813,18572.62963,18403.37999,18088.26755,19836.09816,19111.5362,17200.9525,17774.16699,18628.716,19371.56471,20676.1869,23257.28136,27651.79637,26102.35057,28504.1457
Italy,ITA,804.4926234,887.3428901,990.2494478,1126.019337,1222.552821,1304.462578,1402.442354,1533.678382,1651.931619,1813.386432,2029.927641,2221.401105,2573.618937,3088.237437,3488.913888,3957.029933,3885.85171,4435.535064,5405.648478,6735.010405,8148.103638,7344.448684,7280.54409,7546.584278,7457.06785,7698.921918,10901.8852,13714.94082,15169.83318,15788.25376,19982.83827,21058.72326,22286.13545,17964.8071,18540.42947,19808.59604,22151.61723,20956.97719,21385.80589,21096.0792,19269.02735,19609.42006,21325.69445,26164.05522,29700.32768,30332.42509,31614.07443,35641.11864,38382.31254,35073.32247,33916.87718
Jamaica,JAM,429.1363228,452.8340281,463.3558863,484.298401,517.6204692,552.3633927,615.07726,636.4099654,594.3059535,645.6806933,751.5893307,812.3226664,974.0199876,974.3268746,1196.02158,1420.984985,1455.572374,1578.000739,1271.219982,1152.520007,1256.155368,1377.712603,1496.97573,1615.165248,1041.082723,908.7616401,1179.274629,1398.369451,1624.657452,1854.788845,1921.42603,1706.622733,1459.095649,2003.755845,2007.369266,2344.141928,2600.598346,2948.82784,3419.20432,3430.425939,3479.056754,3495.299336,3697.005381,3579.595088,3841.776787,4207.563937,4502.021752,4818.647814,5255.070809,4693.427462,5178.749315
Japan,JPN,478.9953402,563.5867598,633.6403152,717.8669152,835.6572525,919.7766882,1058.503561,1228.90921,1450.619652,1669.0982,1974.170511,2201.392456,2874.736007,3873.466513,4218.374952,4514.172827,5036.10063,6138.678468,8547.392036,8821.871282,9170.907562,10062.13933,9290.162313,10063.69623,10628.09701,11297.04843,16633.91137,20056.14493,24230.97688,24145.25214,24754.02695,28120.89559,30557.39169,34929.75782,38243.87133,41967.65156,36915.61284,33799.73199,30512.04765,34494.55026,36789.21969,32210.11792,30745.30258,33112.77074,36051.07115,35627.24664,34147.82501,34264.05378,38212.27154,39456.43876,43136.8597
Jordan,JOR,,,,,,531.701915,548.2008149,494.1112653,412.9164603,486.5099527,424.084711,430.8932109,482.6761532,558.4736542,685.1729833,753.0792805,878.8055278,1055.290165,1261.613857,1555.926096,1816.476541,1961.229171,2045.095664,2050.838031,2020.010764,1936.191553,2253.030194,2292.852436,2052.178448,1350.927872,1268.223289,1182.887485,1422.671618,1435.195816,1535.955013,1603.683983,1601.946533,1625.443104,1721.433479,1741.596215,1764.229892,1826.220624,1902.388281,1974.778497,2157.162674,2326.280231,2825.621551,3137.6513,3922.049802,4242.153697,4559.870349
Kazakhstan,KAZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1647.463231,1512.485066,1515.104043,1433.461534,1320.321628,1288.239021,1350.333844,1445.56941,1468.701786,1130.113603,1229.000958,1490.926751,1658.031146,2068.123518,2874.288483,3771.278957,5291.574022,6771.646865,8513.562609,7240.570258,8763.575226
Kenya,KEN,97.62159121,94.83541267,100.6045359,104.0131351,108.5595353,104.9929135,118.5573202,121.3820306,128.8592277,134.1954652,142.4992929,152.5557449,174.4004863,199.6982637,228.5062862,241.6816239,248.2529963,309.3727778,351.6618649,398.0687201,446.6136148,405.5921435,366.3167611,327.8463474,326.9319076,312.1333315,355.0741355,377.1488656,381.6283437,364.9489016,366.3798952,336.3064659,328.2728916,222.5369335,268.2946163,329.8484752,427.2846619,453.1293526,474.5768403,423.3466304,406.0728332,404.8648383,399.3354503,440.8667874,463.8357444,526.1307209,615.8088705,724.9164147,780.9413852,744.4031029,775.2790328
Kiribati,KIR,,,,,,,,,,,292.337005,307.130415,374.5120354,617.2174547,1640.131582,1037.322354,763.3498732,707.5136313,810.1911327,748.713129,480.8184163,493.7884548,488.600677,473.8188419,450.6919711,327.6120485,309.6045711,352.3103607,444.571122,417.1936746,395.4883859,653.2986684,669.5702721,646.2242782,737.6541732,745.7845145,865.3045353,867.5120715,827.4895935,855.4578953,812.276166,745.8885102,851.1343651,1053.407272,1132.829601,1184.268717,1172.534289,1345.226027,1372.670299,1305.803787,1518.654632
"Korea, Dem. Rep.",PRK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,155.213586,91.62360601,103.8672749,142.3626527,120.63605,105.7698691,130.2648401,157.2902539,194.7795608,239.231464,278.7873797,302.2277793,322.7225528,403.4641509,555.6677296,608.2277798,824.423333,1041.586281,1382.921004,1746.730347,1674.387559,1845.65362,1938.112133,2117.529507,2306.860313,2367.782505,2702.641221,3367.542808,4465.670323,5438.252668,6153.093997,7122.701332,7555.272527,8219.896199,9525.43563,11467.81385,12249.17315,11234.777,7462.838645,9554.439443,11346.66499,10654.93555,12093.7573,13451.22942,15028.94015,17550.85389,19706.67907,21653.37525,19161.89448,17109.98506,20756.68866
Kosovo,KSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1087.762401,1473.174684,1555.801409,1919.383934,2071.67635,2118.345773,2203.429784,2620.370452,3142.929108,3010.993358,3080.291172
Kuwait,KWT,,,5425.008551,4956.56164,4781.460876,4331.221435,4463.707061,4151.171892,4149.639588,3975.249822,3815.533886,4783.597786,5112.939649,5811.269805,13113.36376,11409.51582,11766.37607,11991.72746,12473.97795,18910.92226,20798.57577,17332.80661,14251.63023,13173.60968,13072.64637,12310.53325,9752.589934,11546.2337,10201.49297,11669.4377,8826.887637,5420.942324,,,,16703.424,19343.13024,18078.51806,14711.28252,16218.29273,19434.40002,17362.15271,18426.17967,22510.88622,27148.17045,35687.91766,43191.02789,46866.97744,58383.90542,41364.68934,
Kyrgyz Republic,KGZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,604.5670359,571.931776,509.5825781,446.4660917,370.2658575,361.8855571,392.4351699,374.1511187,343.1235668,256.765618,278.6588723,307.8052598,321.5654557,380.8622992,434.2472595,478.2494706,545.8617687,726.4014233,973.8641855,881.3604649,860.3936645
Lao PDR,LAO,,,,,,,,,,,,,,,,,,,,,,,,,494.8765447,648.8010473,474.0109885,282.1447676,151.1492577,175.1932344,206.4585836,238.4056081,254.3215955,291.3508279,329.9727771,367.7779162,381.7617728,348.2478656,249.9934771,278.5774618,326.3373404,326.9824058,332.8653433,384.955103,442.3981552,475.9338337,598.6946907,718.6875896,912.923429,997.2400973,1208.263451
Latvia,LVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,2155.299266,2558.849722,2865.244258,2788.408603,2538.098521,1841.966859,1727.759966,1986.206723,2081.797129,2242.188993,2503.36089,2745.625594,3049.591829,3302.305407,3523.971066,3984.082156,4810.669829,5950.128196,6973.160943,8713.067953,12638.14729,14857.88662,11475.69233,10704.67216
Lebanon,LBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1148.604421,936.3068887,962.7297362,1471.053405,1771.415738,2318.684914,2852.730501,3384.026375,3868.235991,4378.741988,4732.81289,4712.981276,4612.198672,4641.125804,4950.812719,5103.118253,5453.083878,5389.07763,5475.871399,6059.852982,7218.674245,8321.370741,9261.743006
Lesotho,LSO,40.62268131,41.21842344,47.47080268,52.36718232,56.73721464,58.80269756,59.56795343,61.0201522,61.99281687,65.20625104,66.56784057,72.56104031,75.16426534,110.2804436,134.3919941,129.9876913,125.2268303,159.7783739,214.5698767,227.4876415,329.3563696,322.5370962,290.8656325,294.8700039,251.5257341,194.9498147,212.716412,234.9554723,268.1121257,278.7782045,329.9101611,358.8661177,416.7562595,408.0446804,419.0671864,453.7566877,435.2021092,449.0917953,420.9015152,404.8763807,379.7756226,345.1433217,317.6707916,466.8183363,603.0857343,655.8675351,678.4269013,750.7490198,752.3765602,800.4201912,982.1203346
Liberia,LBR,170.7354141,160.951126,163.8852797,166.8879141,191.9384995,197.1604377,203.1788178,211.7763202,219.8421578,235.78828,242.2178419,248.0508977,261.7861268,268.7530012,327.5515457,373.8396486,381.1625377,424.4936693,445.8839773,489.4388727,496.0053929,470.0888105,465.1790221,428.443636,428.5995345,422.7765783,417.0596799,439.6458609,474.146193,364.151874,180.7156981,166.3992962,108.8025922,78.99178121,64.80639946,64.35623948,72.32931711,125.3542136,141.528282,162.9679261,196.9943393,184.7381249,186.6771415,135.0491812,148.7363381,166.5965474,184.6444612,211.3579642,230.2901433,229.2703052,246.9132374
Libya,LBY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6668.6288,7235.089328,7513.807832,6667.215796,6104.097019,5348.969853,5734.430685,6200.853688,5405.728029,5937.373624,6479.712522,5330.831751,3651.352565,4342.579094,5905.857823,7626.034519,9583.794699,11921.40907,15150.15592,9957.490406,
Liechtenstein,LIE,,,,,,,,,,,4218.529861,4811.679336,5628.954988,7354.024466,8462.63249,10580.08717,11514.44556,12620.30545,17879.85321,20268.80512,21207.28421,19986.24364,20088.37093,19866.69099,18781.84375,19494.23775,28328.9574,37766.31148,41134.35793,39145.21658,49041.22339,50533.21894,54811.04224,55484.6993,63770.62738,78488.89014,79928.91356,72481.56999,77273.24957,82048.22609,75606.2032,74966.17103,79956.51832,90301.81237,100520.1298,105440.2922,113981.3072,130503.7975,138774.6661,134914.6728,
Lithuania,LTU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2841.183092,2777.274095,2314.138115,2015.910368,1902.306438,2176.458092,2337.475728,2829.24581,3165.696203,3107.158029,3267.347443,3492.733445,4082.923995,5387.26273,6564.094228,7603.966776,8864.992301,11584.24118,14071.26511,11033.58846,10933.49752
Luxembourg,LUX,2235.39443,2208.737991,2297.829194,2430.539465,2736.844709,2767.569779,2892.593039,2907.881153,3169.233673,3648.091523,4253.72301,4364.937298,5415.22817,7336.998781,8832.284649,8590.473726,9405.857295,10387.64208,12913.48034,15048.77903,16357.33996,13705.7995,12485.13308,12269.91044,12017.54164,12359.54242,17940.29942,22196.36622,25015.69116,26357.55752,33181.88611,35444.409,39235.53307,39727.1949,43560.93917,50599.89488,49687.70415,44145.43327,45570.6532,49219.41205,46457.89144,45748.09167,50605.39736,64562.47845,74419.60849,80959.97537,90031.71855,106901.5674,118840.7996,106252.2442,108921.0213
"Macao SAR, China",MAC,,,,,,,,,,,,,,,,,,,,,,,3915.712089,3742.039451,4169.401727,4125.718871,4450.241623,5537.915282,6212.944363,7113.940296,8312.767847,9377.628309,12123.2589,13708.06653,14974.34008,16482.45617,15805.12092,15845.75048,14820.13745,13945.56087,14128.87634,14053.221,15181.91997,17248.19529,21804.30299,23905.65908,28810.20939,36777.30418,41593.4023,40919.3262,
"Macedonia, FYR",MKD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2342.064889,2441.651908,1197.673801,1311.597264,1730.546733,2266.061514,2241.016544,1883.672972,1792.328866,1835.562936,1785.326792,1704.778535,1874.791635,2283.004717,2640.59958,2853.00062,3119.348982,3984.441605,4791.188221,4510.238038,4425.127113
Madagascar,MDG,131.8794011,133.7586826,138.0637062,138.3963302,142.7069427,144.6052186,152.3256995,157.808952,165.946546,165.5926554,169.7733592,178.34352,193.813508,232.8182867,262.7485443,304.3147294,282.8358799,297.3448546,327.2801916,413.1496843,469.5157202,406.9327022,389.2150647,377.9914681,308.4324185,292.0752381,324.0539709,248.1285556,229.5574902,228.0514534,273.1589262,228.306212,252.5641223,273.0807036,233.8922956,240.6732158,294.8852771,253.5954555,259.0733923,249.6221928,252.3761085,285.8356227,269.1190222,325.0079549,251.4032624,281.705602,299.3032796,386.8562712,480.6405942,421.7802278,421.0012434
Malawi,MWI,46.2266064,48.3921693,49.5720326,50.42518269,50.21907719,57.73005637,63.90695966,64.57319891,57.17871163,60.34475172,64.11459247,78.27763844,84.35334189,89.41190341,106.9001795,115.6573847,122.2954281,142.1932515,161.8339512,174.7790112,198.3454715,193.1134749,179.6915223,181.4542878,173.3829208,155.6559957,154.5062826,145.5491181,160.147148,175.6893723,200.4911037,229.9257062,185.8683745,212.9939578,120.9354673,141.395168,226.5041761,258.0982614,164.9573303,162.5964669,155.2715653,148.8813079,225.2291277,199.643224,210.4731023,214.8887593,236.2156117,254.4874793,290.9040116,327.3363165,342.6828732
Malaysia,MYS,299.1405219,287.4431034,292.0588674,300.9877757,312.2384927,333.1262456,344.6523458,347.6895108,353.4247805,380.6792177,392.018233,403.6795168,468.048442,694.0905577,839.8461808,803.2625101,932.8017851,1084.035861,1262.820125,1599.765892,1802.775353,1795.860579,1876.418017,2055.708074,2254.499818,2015.640074,1741.233585,1926.846306,2050.682826,2194.234352,2417.773478,2626.38687,3080.140644,3395.439686,3686.175306,4287.112932,4746.613672,4598.804142,3233.306235,3461.145201,4005.556375,3871.705233,4113.571238,4397.508406,4874.844351,5281.494717,5887.374692,6899.603394,8065.899883,6908.66109,8373.075178
Maldives,MDV,,,,,,,,,,,,,,,,,,,,,271.1144775,276.546535,285.8292019,332.6208134,607.5497181,680.9925534,734.1978937,706.7053221,816.4286534,889.5577364,980.0204363,1083.112737,1229.108884,1356.559356,1463.003515,1604.220765,1773.438053,1962.238142,2046.850876,2193.744442,2284.973955,2250.131823,2269.855827,2415.439189,2668.441224,2539.512346,3057.222905,3473.606357,4096.564645,4230.05102,4684.55688
Mali,MLI,,,,,,,,47.68216472,58.9914825,57.31680417,59.62399104,70.06626752,77.72921517,88.56369976,83.09447521,125.7846062,139.6463354,153.2942924,175.3125288,224.5105769,246.679811,201.9896643,175.7580123,167.8417774,166.6987905,164.0123808,206.2083061,233.8836909,232.4714456,235.840884,279.1671032,273.4171317,313.6171699,287.5527959,184.3031529,251.0204039,259.5029258,238.6560895,243.5481366,234.3200063,214.4665918,225.9260609,278.5241724,352.37525,381.6227009,402.6305785,431.5591638,509.6921795,604.2937016,601.2609041,601.9195565
Malta,MLT,,,,,,,,,,,769.1068378,817.4555242,915.6707825,1072.073987,1159.839427,1447.00699,1580.588806,1823.944486,2249.152323,2777.307539,3434.612792,3414.764899,3413.500601,3266.185011,3141.87356,3249.410537,4129.605863,4989.439361,5704.81297,5934.608682,7075.917456,7572.315,8243.50409,7318.595138,8017.761487,9456.98594,9662.75596,9486.823622,9895.697789,10072.06204,9982.198067,9798.091456,10690.2489,12529.60123,13973.90117,14757.96808,15900.35552,18452.16083,20422.94195,19326.4588,
Marshall Islands,MHL,,,,,,,,,,,,,,,,,,,,,,851.4000815,917.0117012,1047.377472,1080.712215,1002.06121,1219.200916,1308.258187,1404.503564,1391.227457,1452.609542,1489.999794,1614.559744,1739.788169,1870.760407,2063.186167,1888.283485,1783.163433,1842.037358,1831.029186,2062.959056,2119.276438,2291.053663,2380.904755,2565.040025,2663.48944,2769.584371,2876.902852,2874.432678,2861.637576,2883.156297
Mauritania,MRT,106.0970982,121.9482951,121.5139122,120.2855102,157.3094006,175.6169528,178.2198467,183.72718,196.803784,181.253963,184.6855319,194.5791041,220.5724313,269.7385551,325.5286537,362.704772,388.1148123,388.5938019,380.0770092,436.7771993,467.1455353,478.8256746,466.681008,476.6980797,427.4497643,390.8791895,447.2074323,493.5685388,505.9257593,505.187825,510.9377389,551.2174012,694.8184463,576.822795,590.5139923,617.4798947,611.8725414,578.0332774,489.8910886,465.2452049,409.1083687,412.2846599,410.5427633,445.9325988,522.1276681,609.6770373,862.3694234,883.2301838,1089.024316,896.1959091,1051.021826
Mauritius,MUS,,,,,,,,,,,,,,,,,779.9040401,897.6690925,1088.847342,1278.330105,1176.546823,1171.636043,1093.041101,1093.977949,1035.366046,1063.625199,1433.667738,1828.839427,2059.374305,2088.910118,2510.393521,2678.360737,2982.669588,2974.807464,3196.894557,3599.551751,3899.442433,3646.637842,3593.241569,3651.231078,3861.038542,3780.828848,3939.281863,4587.734211,5177.275466,5054.358095,5193.279962,6180.712277,7598.223979,6951.278652,7593.367875
Mayotte,MYT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,MEX,339.8376594,356.6653828,371.5465064,400.7255521,460.5915985,486.2021978,526.438489,558.2329447,599.9453748,645.5347466,685.2294655,733.5227205,820.2094091,973.5726642,1230.534051,1461.263026,1436.579516,1284.07827,1566.073118,2003.502656,2825.922767,3556.438671,2419.889035,2033.05285,2352.007647,2421.696414,1665.015991,1767.462578,2260.758746,2697.309773,3116.123522,3659.683339,4154.426906,4524.709377,4650.114233,3107.073918,3546.928961,4206.564036,4342.334118,4884.625014,5816.614481,6139.301715,6324.167505,6740.20548,7223.869614,7972.553641,8830.844748,9484.731556,9908.745328,7879.677331,9166.228056
"Micronesia, Fed. Sts.",FSM,,,,,,,,,,,,,,,,,,,,,,,,1320.242478,,,1275.838545,1296.133812,1354.845719,1436.693056,1528.255069,1683.055018,1757.901179,1911.736365,1913.536499,2062.726371,2026.897214,1878.95885,1980.483386,1988.315788,2109.304111,2149.102357,2182.072717,2198.318974,2195.068211,2269.258538,2288.93605,2322.602914,2372.085859,2498.283277,2587.544479
Moldova,MDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,972.0930952,835.0154102,625.3015386,640.1654315,460.8322558,476.992678,462.172015,527.3916381,448.83657,321.0269725,354.001668,407.7304677,458.6781966,548.2904455,720.9431325,831.1602652,950.6164233,1230.811876,1695.973286,1525.53152,1630.739775
Monaco,MCO,,,,,,,,,,,12371.72814,13670.3725,16574.43099,21278.3099,22646.36056,28303.70112,29017.79377,31836.23449,39057.49055,46891.64768,52846.4988,45548.43439,42451.8779,39788.47667,37041.67106,37950.83155,52183.82657,62297.87593,66711.3927,66020.19415,80311.88678,79173.23804,86220.41127,80065.93186,83511.32004,94816.46934,93709.08715,83598.69876,85198.54805,83410.14086,75382.44663,75702.81917,82226.67786,101604.8637,116499.8709,121386.0643,132233.7699,169269.633,186242.9297,172676.3407,
