Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
Mongolia,MNG,1.351444657,1.415215354,1.94574277,1.533249641,1.899096297,1.763774303,1.709673353,1.829481736,2.05062138,2.154521925,2.221498437,2.298645949,2.412161138,2.483402493,2.600599038,2.740711413,2.887617888,3.173915599,3.595124974,3.815671845,4.059757064,3.822217002,3.79315444,3.827036153,3.437734895,4.683675303,4.878749426,5.187302496,5.525744126,4.914092654,4.577173733,5.478385731,4.915465031,4.097575065,3.476074236,3.433414667,3.455430945,3.285015719,3.253937331,3.159596494,3.110352667,3.235798506,3.367684038,3.230282592,3.398121745,3.454949655,3.65103634,4.029059912
Montenegro,MNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,0.312949623,0.315870317,0.250732787,0.313784897,0.34097142,0.319565263,0.39866284,0.383852856,0.387807826,0.390528073,0.476009039,0.521854709,0.499551784,0.584034558,0.658683743,0.641544248,0.65088171,0.69897444,0.702280497,0.836027759,0.814183939,0.788678373,0.826100165,0.839109047,0.818484813,0.800814605,0.82677882,0.861553723,0.888031282,0.941976509,0.949226437,0.98880864,1.013172298,1.079926698,1.116594731,1.127014104,1.140756525,1.148973315,1.139932636,1.164595059,1.176572998,1.293692749,1.297716356,1.260663541,1.34820195,1.441972294,1.465619858,1.495199202
Mozambique,MOZ,0.246269467,0.33725497,0.249487021,0.204272891,0.257906443,0.236517121,0.245475422,0.21163125,0.307117254,0.350338524,0.315495032,0.373770597,0.333683214,0.352285877,0.303978494,0.271515559,0.234439509,0.241765505,0.249138813,0.223056556,0.263966056,0.199962015,0.199442772,0.151997366,0.116310772,0.08600183,0.073365361,0.073470799,0.0758284,0.077782047,0.073836745,0.073980586,0.069860339,0.072517384,0.069430952,0.069676803,0.063399914,0.066707527,0.065460647,0.066933724,0.074082604,0.084486922,0.082630743,0.097169065,0.095371956,0.089262534,0.095683086,0.119102158
Myanmar,MMR,0.129549676,0.12100909,0.131706671,0.117938992,0.125214784,0.116845028,0.117655226,0.148229639,0.11728657,0.125771529,0.176309162,0.190255514,0.178159409,0.145854113,0.161928736,0.15519758,0.162031082,0.167418108,0.163316029,0.158258205,0.168010486,0.168095188,0.163690149,0.165672216,0.185048518,0.185594776,0.184543034,0.132909563,0.108164042,0.115336307,0.108795735,0.104801587,0.120818834,0.130250642,0.15016589,0.16505445,0.169671144,0.172837401,0.183647966,0.198282447,0.197553342,0.162004053,0.179065617,0.209480239,0.248772093,0.313552065,0.279250088,0.280916039
Namibia,NAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005179421,0.010002723,0.009689764,0.01175825,0.018275852,1.0539243,1.120110525,1.085476564,1.105757917,0.956066717,0.929606364,1.076645877,1.121438648,1.174907461,1.221130708,1.277145471,1.345473751,1.405194295
Nepal,NPL,0.008275583,0.008127702,0.008704762,0.00960981,0.014312538,0.016767605,0.017433331,0.019040636,0.022170413,0.034264481,0.019061121,0.016231052,0.021445799,0.033012767,0.032533877,0.026302414,0.020607508,0.02404929,0.022978162,0.034909653,0.036042548,0.029491889,0.028105049,0.030622938,0.042533345,0.040023604,0.040566948,0.049110552,0.054607596,0.048986622,0.03321995,0.049092751,0.066359571,0.071331088,0.080536456,0.0941668,0.112215026,0.122554291,0.096740123,0.135023789,0.132441301,0.138169038,0.105924235,0.112820266,0.103538174,0.118453725,0.119659987,0.120610261
Netherlands,NLD,6.39394496,6.514862102,7.054891411,7.617666054,7.981217449,8.167188613,8.314891458,8.469255437,8.912759152,8.99327349,10.87650771,10.66766866,11.82876315,12.31566396,11.83570735,11.18798888,12.3090077,11.84638684,12.22270664,13.36793617,12.53450516,11.5688479,9.376952421,9.615354075,10.0483117,10.20064477,9.949022234,10.39511654,9.945426558,10.97497421,10.96798502,11.45079018,11.06707603,11.25787372,11.22178139,11.41907167,12.05221525,11.58173332,11.16985501,10.30556507,10.43418369,10.48153467,10.69074092,10.8515611,10.9127112,10.59380529,10.12110423,10.56679455
New Caledonia,NCL,10.89924051,10.7274487,6.601647323,7.053859473,12.22963952,13.38156522,16.00203528,15.17981697,18.35949852,14.99614792,22.15362963,21.28552517,14.3007749,20.89426814,21.55902308,19.0087218,17.53944107,15.45616347,11.01754185,11.60753077,13.98981818,9.668888889,8.747958478,7.937826685,8.003505604,9.50724183,9.112415584,9.303120845,9.681317678,10.30918392,9.661619048,10.38545155,10.01399983,9.739977961,9.203533633,8.960663212,8.946111675,9.049078608,8.7936,9.719808426,10.77394363,9.744860209,10.95114001,12.17356635,11.08430551,11.94274573,11.63155092,11.74475248
New Zealand,NZL,4.862677909,4.858585124,4.512831587,4.82600316,5.065816634,5.208791476,5.233112108,5.003700441,4.904,5.085694722,5.02955461,5.272616678,5.576804962,6.155420839,6.197539683,5.910826045,6.174976535,6.498902564,5.741949375,5.309205532,5.551907485,5.276393005,5.725,5.568160909,5.927191343,6.532817362,6.936666463,7.271460212,7.59705791,7.486507357,6.932696056,7.055225888,7.415769176,7.187069033,7.20836662,7.314235313,7.956338692,8.233196171,7.872557798,8.250711585,8.467147079,8.791522742,8.51298873,8.388478347,8.214531131,8.062944919,7.972260192,7.718290566
Nicaragua,NIC,0.299668057,0.306543814,0.349860537,0.433868873,0.47422599,0.378505421,0.45180195,0.493624865,0.545508685,0.552845962,0.585161958,0.609067186,0.629547091,0.695624648,0.719284217,0.689766195,0.772085812,0.955123345,0.859889233,0.543099782,0.624945484,0.641749196,0.616942659,0.568542945,0.512708681,0.538201575,0.551382545,0.648810529,0.586157659,0.384630485,0.641075986,0.489786631,0.575457935,0.519389948,0.563033395,0.611583251,0.617741536,0.649295442,0.695967292,0.725503881,0.756818293,0.7792512,0.727925078,0.77599654,0.769602458,0.732889703,0.78435293,0.824517125
Niger,NER,0.009019174,0.016432434,0.01915066,0.024788713,0.026065405,0.024325266,0.034941017,0.032994064,0.039136756,0.044889805,0.049434742,0.051238863,0.054479632,0.068989338,0.058792644,0.065748489,0.063827217,0.068089649,0.07536676,0.084123242,0.097356682,0.113471682,0.120399579,0.151002765,0.151372022,0.147787922,0.12999787,0.140279389,0.134835798,0.137725838,0.12231841,0.119453368,0.118309351,0.116601632,0.111510499,0.112172532,0.109149872,0.10579319,0.101799641,0.09864945,0.070110464,0.067395027,0.070737325,0.072564502,0.070085587,0.063445233,0.061791937,0.06515804
Nigeria,NGA,0.074115692,0.08763079,0.087136403,0.109113418,0.145155428,0.229591755,0.246404124,0.239661689,0.121066016,0.216019909,0.375232889,0.54905041,0.687675212,0.802609138,0.982270811,0.72699464,0.823078612,0.730922002,0.677075038,0.956509054,0.901456842,0.849237501,0.823234836,0.733513181,0.831246949,0.813665293,0.834056062,0.656174625,0.762305165,0.445764508,0.46476043,0.452163648,0.632836738,0.571921894,0.433872464,0.317126819,0.358629724,0.348381085,0.340303152,0.370512194,0.639644987,0.657297681,0.755165433,0.699360985,0.71491274,0.789358,0.682193078,0.647794673
Northern Mariana Islands,MNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,NOR,3.655816619,3.695463712,3.865374004,4.082657213,4.379144559,4.404082729,5.20848388,5.102495112,5.531018591,5.765733576,7.219318029,6.962820395,7.476125095,7.699857612,6.943670765,7.397494385,7.251552906,7.71134702,8.014943582,8.168210164,8.556796871,8.099227317,7.97799271,7.274808614,7.988228019,8.391998074,8.063612377,8.384233102,7.940842956,8.81370996,7.380694566,7.507344018,6.918723404,7.255773655,6.739779551,7.562462385,7.564683862,7.745473536,7.798400722,9.190396413,8.634997996,9.10682207,8.24198149,9.316407202,10.08657051,10.02365458,10.57845974,9.072170728
Oman,OMN,,,,,0.017890916,0.040675407,0.045257057,0.203549137,0.235045751,0.331366766,0.320479757,2.759865974,2.653716255,2.575699771,2.725865714,8.072101758,8.798909567,8.516661657,7.382049379,6.911294245,5.114489769,4.810645689,4.335865017,5.394755102,5.486591918,5.624924362,5.917760847,5.438690648,5.879609605,5.37725384,5.53702755,5.619141241,5.950414916,6.36788338,6.990178313,7.132594809,6.735168878,6.875448991,7.358863511,9.206225729,9.733822167,8.962381497,11.08329157,13.66333685,13.01167875,14.05570671,15.93369683,14.55908061
Pakistan,PAK,0.307991663,0.311374283,0.333876346,0.37437864,0.375300063,0.383855237,0.380619642,0.393485134,0.439360008,0.414832991,0.409513007,0.377783611,0.301405318,0.310139512,0.322034463,0.338779092,0.323073806,0.334263653,0.346823267,0.362667281,0.398069568,0.412727275,0.433410803,0.451468874,0.463933256,0.493738058,0.500579758,0.524357846,0.552213418,0.560724202,0.612541183,0.593084974,0.61630551,0.644008318,0.682960547,0.662874557,0.721829039,0.704875952,0.708109506,0.710047012,0.735957949,0.73323252,0.757880422,0.775747378,0.843782217,0.860562297,0.902313174,0.950259173
Palau,PLW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.146344533,6.724992352,6.541299691,6.583053205,6.626427037,6.469926057,6.330201922,6.211485484,6.115585228,9.442325533,9.359832422,9.672454056,9.62116851,9.755450618,10.25356054,10.56327667
Panama,PAN,0.883221757,0.949346996,0.995638854,0.961096399,0.979642829,1.170197301,1.231626864,1.225036666,1.41588124,1.398080692,1.458492458,1.675763387,1.754699075,1.976643818,1.794543265,2.119879166,2.037327444,1.903928775,1.52491056,1.672923421,1.76724872,1.554887975,1.457772854,1.536761164,1.320377685,1.220423339,1.242935721,1.446551959,1.19603542,1.043348502,1.296695346,1.374325195,1.593767429,1.605521639,1.82159081,1.296191228,1.785244958,2.13617257,2.090197364,1.953536237,1.957107376,2.324179331,1.89937777,1.967065795,1.834320825,1.868024819,2.074119851,2.161872555
Papua New Guinea,PNG,0.091275831,0.100707179,0.097123351,0.1235676,0.126355452,0.140721776,0.154298274,0.193025911,0.217022384,0.234845351,0.284427884,0.329363578,0.492132825,0.506950223,0.580976062,0.545114865,0.54419553,0.532158654,0.549423752,0.573599093,0.568629311,0.58441547,0.572966513,0.575448946,0.570531608,0.57784601,0.546969349,0.60383677,0.555139319,0.5012092,0.514659469,0.484058217,0.469655959,0.444918358,0.474398336,0.432007943,0.446580686,0.513795253,0.555613439,0.469836811,0.499312117,0.584929545,0.620167048,0.683168738,0.75274149,0.756190573,0.739263747,0.525858437
Paraguay,PRY,0.159569405,0.185380183,0.195129818,0.198897352,0.20404588,0.252550897,0.229481912,0.212232995,0.250163693,0.214962619,0.299613133,0.249128072,0.274129753,0.325318578,0.348410367,0.299434752,0.367285311,0.40157662,0.491786554,0.439832019,0.479393809,0.439099096,0.414491146,0.417076831,0.429405878,0.433918396,0.459225926,0.504533375,0.560031892,0.566412753,0.532696178,0.512449788,0.586761274,0.644686774,0.74604424,0.825960902,0.764150332,0.835874089,0.878092915,0.859710162,0.689802021,0.700026275,0.699916563,0.716563826,0.705974733,0.649203027,0.66284492,0.674804532
Peru,PER,0.822509308,0.845309844,0.947385408,0.944647423,1.09987867,1.042617836,1.122858965,1.124761504,1.161744692,1.192181687,1.347550978,1.371597273,1.302455796,1.377288699,1.448489374,1.449255399,1.440943016,1.458720523,1.366847926,1.320574171,1.394228393,1.359111111,1.302923744,1.099486967,1.087028517,1.001851634,1.096779299,1.265897075,1.206242355,1.027259093,0.975240226,0.921711423,0.904900951,1.026804749,0.994254999,1.001223016,1.003915472,1.109418294,1.108880306,1.151894786,1.171374386,1.035850091,1.023136693,0.980647965,1.171208918,1.349066353,1.255151735,1.524993008
Philippines,PHL,0.324276522,0.328210654,0.376144218,0.403424497,0.435270385,0.458626077,0.512593891,0.562082164,0.665159846,0.663977335,0.699284925,0.756297441,0.704487113,0.816567982,0.768577088,0.796634012,0.83672481,0.854488316,0.847213399,0.832347968,0.785366575,0.722971912,0.706925169,0.699330621,0.603209378,0.554485481,0.552135608,0.588395203,0.678475992,0.675407842,0.721995419,0.725177157,0.777631838,0.77445017,0.830451176,0.91045303,0.925991106,1.067827926,1.020900385,0.964208143,1.019579197,0.973717912,0.939193368,0.92002947,0.936246885,0.941543847,0.775100359,0.799277982
Poland,POL,6.752265756,6.916908126,7.144099195,7.527609267,7.795509515,7.842886462,7.964905798,8.110144252,8.538860981,9.012843496,9.352290721,9.540919738,9.9698517,10.06663765,10.2873888,11.02969326,11.60319981,12.06644809,12.33086181,12.54013535,13.04727146,11.412367,11.6450612,11.53903016,11.74457214,11.97578346,12.09415421,12.3452791,11.76937341,11.15404873,9.118187561,9.10222966,8.896909086,9.15842804,8.713877894,8.980254382,9.284005593,9.075344062,8.449929725,8.199974753,7.839145808,7.910423102,7.760552214,7.971315683,7.982506623,7.949246445,8.362749355,8.318849461
Portugal,PRT,0.918960092,1.016274615,1.030573627,1.103040874,1.207342724,1.269510237,1.300066749,1.362075799,1.426190826,1.605003737,1.685710621,1.896429431,2.124279458,2.315199815,2.364397533,2.346765204,2.395014431,2.401847911,2.600220967,2.715099472,2.921895556,2.596526647,2.981031731,3.053548044,2.938095905,3.13500849,3.046653681,3.341007805,3.382069021,4.23552058,4.473738076,4.791781782,5.235441534,4.75247323,4.858336467,5.268530169,5.050161711,5.324040044,5.728413861,6.348436407,6.175440326,6.066086667,6.439314521,5.861796415,5.982364071,6.164191713,5.612481227,5.473376171
Puerto Rico,PRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,3.735202294,3.155344176,3.409408944,100.064213,93.45433947,86.04305284,79.21261791,78.13791652,76.63843846,71.7589739,69.76407967,77.36523137,83.3867845,88.44837624,68.84593654,67.23389935,60.27526997,54.90240014,55.32834189,70.58181371,59.06210457,52.2896069,44.93308096,36.73060135,36.41639058,33.68236387,33.62233515,27.3540892,26.97019451,31.123555,24.83546046,36.5697436,54.85447887,62.46589882,60.99192529,61.43072495,62.05794443,68.57003671,58.98952677,55.06898064,58.72126737,46.01263368,44.84220881,46.73211936,56.28599475,69.1530428,50.59676839,53.47386504
Romania,ROU,2.902052057,3.00153175,3.416673626,3.692824324,3.807059967,4.1340596,4.394464657,4.773364584,5.076203438,5.575102849,5.925755197,6.14198808,6.403444224,6.954176301,7.172059156,7.631191904,8.142431036,8.230381383,8.86501908,8.885798258,8.848986622,8.857494207,8.702448261,8.885683324,8.358778343,8.544980066,8.849917364,9.241138274,9.22198317,9.241819627,6.839824536,5.927035583,5.483378823,5.362917337,5.134532401,5.66198739,5.649801132,5.138437528,4.603650002,3.837102103,3.904805596,4.211812037,4.116871115,4.29359471,4.269760188,4.24281011,4.561740394,4.367509661
Russian Federation,RUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.94495399,12.77354969,10.9046584,10.51811201,10.4331457,10.05637463,9.674622155,9.725330691,9.859914834,9.875882868,9.854920166,10.24003232,10.4195197,10.57860661,10.97155874,10.80998609
Rwanda,RWA,0.038345474,0.048755958,0.028635622,0.027787368,0.011723618,0.01478901,0.01324645,0.011781729,0.015586678,0.016126641,0.015638605,0.016109656,0.016533902,0.016911676,0.017242917,0.040065436,0.058965749,0.057042476,0.059709387,0.059222968,0.095510132,0.112461443,0.110535315,0.12280068,0.10818276,0.101227004,0.093960099,0.092257278,0.100028752,0.096679939,0.095857706,0.09171742,0.098801616,0.107144367,0.109628621,0.109850156,0.108584848,0.103559805,0.092337167,0.088424672,0.084605939,0.081451414,0.079209068,0.076937779,0.07645487,0.074858991,0.072958625,0.073577851
Samoa,WSM,0.133336972,0.161694616,0.156981029,0.183024601,0.207625678,0.230928615,0.196807858,0.191888434,0.214181329,0.209696458,0.205909212,0.25351489,0.250392947,0.24784388,0.221085448,0.389857222,0.314352842,0.5282549,0.691964547,0.617110727,0.638179285,0.659806545,0.728892197,0.727533596,0.725966547,0.723838413,0.721026338,0.717569019,0.713525602,0.754765977,0.772286557,0.766602668,0.782953782,0.77640278,0.725492314,0.78394361,0.776047397,0.767928461,0.760065229,0.794843837,0.788630918,0.804390779,0.800591636,0.838579666,0.856365367,0.874137941,0.871579832,0.889335106
San Marino,SMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,STP,0.171079049,0.170249675,0.170487328,0.114061576,0.17104178,0.169621777,0.1666414,0.1625146,0.210435632,0.204381598,0.199049301,0.145910213,0.142946317,0.186855358,0.228608508,0.223077298,0.347097065,0.336772444,0.367461556,0.35711501,0.425650558,0.454585871,0.483563786,0.548711088,0.503400426,0.529214652,0.552707251,0.540348225,0.593894642,0.580461186,0.567978849,0.587417308,0.606446808,0.595109512,0.583960219,0.601430414,0.589613714,0.577865898,0.593412742,0.635031594,0.623615346,0.638639057,0.728974143,0.742512058,0.755659932,0.840245836,0.827515003,0.81494144
Saudi Arabia,SAU,0.661826456,0.855681484,1.449628594,1.554716619,1.523476244,0.880976588,1.292619044,4.961373491,5.456940967,6.367795678,7.840483617,9.912579638,11.13677812,14.35376105,14.16971068,11.3372591,13.08228598,14.39904845,13.24619815,14.97478523,17.269422,16.79441946,14.19686103,13.59486792,12.40526872,13.04885489,14.76758033,13.16926253,13.45156735,13.04921427,13.31422259,16.09237515,16.67177739,17.83451231,17.13010901,12.69016391,13.74950766,11.3901881,10.75569233,11.59631835,14.84169178,14.29294015,15.05814787,14.48136919,14.89479721,15.25579761,15.48710511,15.76684289
Senegal,SEN,0.271692012,0.259813086,0.252843372,0.260330105,0.271314816,0.4829881,0.475719538,0.187864599,,0.123755204,0.319328556,0.319547722,0.332786775,0.343441085,0.397753875,0.539010886,0.361014617,0.445475992,0.509712937,0.548970211,0.618554248,0.592498471,0.534098824,0.447479556,0.546091995,0.429164069,0.414319342,0.37050401,0.401946764,0.525564796,0.43917972,0.45864039,0.45234768,0.453655554,0.478746037,0.417223067,0.434979104,0.370029826,0.379158921,0.399020198,0.413969401,0.443411672,0.453284652,0.486376908,0.498629849,0.50855618,0.392329538,0.477052525
Serbia,SRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,,,,0.162211747,0.158198335,0.154273684,0.150476234,0.146822166,0.143309959,0.139940479,0.546865672,0.601367301,0.784197339,0.83150618,0.940032237,0.983624161,1.327886136,1.364896732,1.22703613,1.901323404,1.479254658,1.518989058,1.281118258,1.49062174,1.478704361,2.22884273,2.429092194,2.948252883,2.873829274,3.37951138,1.622628571,2.019589119,2.300961878,2.21720365,2.527764369,2.530117922,2.589162097,5.354854564,5.576440149,6.379306056,6.954875448,7.896357233,6.478757467,6.726183575,9.370957576,8.397587455,8.791867612,7.325156116
Sierra Leone,SLE,0.326658254,0.130266527,0.144421523,0.161243012,0.130324405,0.118875426,0.124428689,0.102877457,0.153788345,0.434462764,0.336286401,0.303915063,0.252123189,0.19668726,0.18644807,0.184140533,0.1552329,0.173070435,0.234799487,0.219128696,0.192369355,0.214329354,0.167615682,0.204179377,0.178259919,0.187301594,0.185226824,0.132989444,0.118963665,0.095052237,0.097545514,0.117386222,0.118771128,0.128110752,0.148803622,0.15038107,0.159787511,0.161963124,0.150129562,0.144622244,0.152109705,0.199211404,0.26429831,0.258725333,0.215305967,0.24457784,0.232466188,0.239438263
Singapore,SGP,0.845880923,1.229226792,1.471881143,1.892216156,2.009033659,1.339777424,0.34859152,1.544881699,2.69154672,3.524111601,8.768879036,7.846474207,10.32628253,9.668749658,9.84350852,10.83656739,13.08845355,12.16605591,14.07698216,15.14012752,13.01069097,10.5913178,11.23008387,13.043348,12.21646266,12.20395906,12.80590121,11.7380036,12.67594659,14.27972433,15.39312898,15.1148327,15.54651066,16.47279553,19.10338228,13.35548532,15.05447135,18.2254078,15.74777348,13.21231717,12.98532734,12.68852586,12.23790038,11.93195295,12.21157463,13.95151015,12.76331349,11.80024234
Sint Maarten (Dutch part),SXM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovak Republic,SVK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.350591916,7.688440822,7.540002618,8.105142816,7.956927258,7.7925544,8.012918648,7.382853563,6.773550676,7.311151586,7.288416406,7.332621881,7.191257196,7.266104461,7.212591736,6.846938424
Slovenia,SVN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.178848042,6.414049217,5.462195183,7.035248241,7.499146158,7.999726077,7.647347927,7.562363133,7.256156863,7.274658635,7.337187563,7.446602653,7.465606747,7.45447329,7.553046837,7.480063148
Solomon Islands,SLB,0.093109933,0.120528298,0.116993422,0.113549907,0.137752647,0.187155669,0.1816392,0.226634502,0.244208057,0.236501533,0.251497604,0.286823993,0.318943355,0.368599309,0.355042582,0.304194189,0.311790765,0.389523533,0.290761073,0.495914749,0.447540733,0.572055497,0.493766258,0.565119038,0.547769187,0.558740172,0.555923631,0.566144943,0.538111323,0.535579977,0.520846324,0.506377779,0.49221901,0.467568851,0.443994357,0.452340602,0.440044437,0.428184037,0.41668002,0.41465997,0.403393911,0.409792686,0.398530919,0.404047315,0.392927412,0.382150041,0.371710145,0.398509537
Somalia,SOM,0.02989168,0.030485171,0.035993751,0.033947356,0.0438027,0.041597209,0.04277603,0.067855399,0.044703461,0.045690771,0.060028779,0.051240568,0.063833934,0.070818734,0.085409452,0.121896924,0.106167051,0.158401013,0.099387572,0.079968952,0.126392161,0.041650758,0.108676223,0.143274947,0.11129518,0.13472724,0.144896041,0.15450553,0.154906426,0.145551512,0.002776073,0.000556409,0.001679866,0.001691491,0.00169519,0.001684676,,,,,0.069823178,0.066075199,0.07336226,0.07206856,0.070402045,0.069249015,0.06730017,0.068803628
South Africa,ZAF,5.62511198,5.689724484,5.725024315,5.795099419,6.165888116,6.462067769,6.327572328,6.460358324,6.522331465,6.624098504,6.775090506,7.451890934,7.419487778,7.329732349,7.300179261,7.483432546,7.636398294,7.742006377,7.661983914,8.118907709,8.277748767,9.101432798,9.682488845,9.823423884,10.34868074,10.3472,10.2917534,9.982548213,10.16275703,9.881806871,9.467068182,9.630500381,8.846549373,9.133552746,9.367967453,9.02784499,8.958607891,9.065713642,8.876303956,8.637016589,8.370657818,8.070555745,7.629629766,8.251936238,8.869098447,8.642119303,8.451597335,8.976318559
South Sudan,SSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,1.605270175,1.744523549,1.93148125,1.872207944,2.028753901,2.216664566,2.397536828,2.640855842,2.934722331,2.895948784,3.458775215,3.766236209,4.214748723,4.464375065,4.934260335,5.111132986,5.508591591,5.39157192,5.43174202,5.487607201,5.746205745,5.487893591,5.527625333,5.369752945,5.190658689,5.251402624,4.941962564,4.940881556,5.146323848,5.842099051,5.85555052,6.032197704,6.268548765,5.786478589,6.221115334,6.525467997,6.436988157,6.675795707,6.909658796,7.066870743,7.30694232,7.30812356,7.606840014,7.638098204,7.944195926,8.137972702,7.945093123,7.998533477
Sri Lanka,LKA,0.225242792,0.227738167,0.24437192,0.236228185,0.207227777,0.236856785,0.231770774,0.250791893,0.269495915,0.351214905,0.286300549,0.247938424,0.263363805,0.269477644,0.210503709,0.204548274,0.193010686,0.197962255,0.230630382,0.252372584,0.220091123,0.259291255,0.283803641,0.304461126,0.235159471,0.237554183,0.215527196,0.237380991,0.199683954,0.198146066,0.217468164,0.231416691,0.28480211,0.273282983,0.298755315,0.317769804,0.378774169,0.406994975,0.419051766,0.458341837,0.541632355,0.541027769,0.574854856,0.549887911,0.609651391,0.586275867,0.5847915,0.60692328
St. Kitts and Nevis,KNA,,,,,,,,,,,,,,,,,,,,,,1.228156425,1.46257734,1.147664221,1.174681689,1.199962571,1.376072332,1.294476453,1.558680193,1.564006783,1.569351576,1.753110048,1.762167899,2.036525719,2.135132072,2.323512195,2.510203083,2.518213058,2.556491403,2.427638429,2.316578603,3.973021622,4.23583815,4.706486834,4.679727252,4.768795884,4.707715163,4.93810326
St. Lucia,LCA,0.169551134,0.208656036,0.205381166,0.242649007,0.238956522,0.274603854,0.308872497,0.342074689,0.374259448,0.626639839,0.650414201,0.677198444,0.739135447,0.763333333,0.684859813,0.709815498,0.767504554,0.625480683,0.877799468,1.316599474,0.983411255,0.811448041,0.951289782,0.84716763,0.924198535,1.027564103,1.041073402,1.140544747,1.264417178,1.24720121,1.229530201,1.266235294,1.496044506,1.623695571,1.848832075,2.141408307,2.242319566,2.080900138,2.025481731,2.073921784,2.113900356,2.297295072,2.049204125,2.235537293,2.188014824,2.223422396,2.108296671,2.263636256
St. Martin (French part),MAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Vincent and the Grenadines,VCT,0.135790878,0.13381379,0.13210427,0.174130003,0.215336875,0.170472125,0.21090683,0.208796344,0.248062016,0.327409608,0.324014812,0.320542403,0.396266615,0.431026554,0.348745717,0.344969715,0.341334658,0.337830777,0.371640126,0.294477541,0.364758586,0.361640807,0.39461497,0.391624156,0.636178607,0.631712036,0.627379356,0.727128398,0.619471188,0.71899529,0.750197768,0.714064313,0.780657712,0.949477562,1.118633719,1.220350273,1.254690002,1.255503385,1.527982429,1.562487832,1.460288625,1.662570495,1.727822469,1.792199642,1.788699961,1.819281872,1.850199232,1.847790207
Sudan,SDN,0.117572167,0.116990685,0.12241205,0.135182509,0.146122876,0.186281696,0.198063721,0.232998546,0.221536609,0.290852219,0.328544457,0.327887696,0.343781541,0.336586488,0.341901089,0.247228504,0.212299263,0.208595531,0.182659994,0.183696017,0.186569329,0.175337558,0.178244604,0.176098839,0.153092823,0.172906698,0.175781548,0.135387492,0.19147547,0.145140618,0.209654585,0.198175155,0.170537988,0.101572612,0.151215872,0.152559556,0.137892633,0.170650869,0.144199115,0.152517146,0.161723992,0.18182748,0.226492939,0.245377009,0.276385281,0.286173091,0.274459885,0.285143708
Suriname,SUR,1.490868966,1.437238494,1.613970516,1.6879589,1.869977544,2.39342318,3.20666895,3.795605315,4.024966296,4.134956613,4.320464575,4.587412887,4.680191494,5.69660983,4.365627224,5.538767123,5.495203448,5.225250326,6.576343117,6.288300786,6.481516012,5.534411211,5.087409348,3.715702765,4.171708763,4.247528596,4.615917609,4.54480146,4.766118317,4.630618795,4.448416034,5.083331921,5.038975427,5.075760681,5.026156586,5.001101119,4.817386896,4.776744196,4.760285737,4.671327639,4.552079272,4.782855369,4.685578133,4.598816763,4.62795092,4.762596787,4.825702646,4.776294949
Swaziland,SWZ,0.094438128,0.010250127,,,0.028738983,0.205867405,0.502313153,0.552229772,0.659629707,0.701368549,0.82201308,0.870838249,0.806918575,0.76057218,0.621005804,0.651977471,0.625323986,0.619448853,0.774720105,0.763689357,0.771195837,0.701728184,0.681932425,0.411707898,0.490083649,0.623127485,0.623192843,0.568040553,0.543972852,0.52280472,0.492526192,0.367445775,0.290486898,0.142380346,0.512119813,0.471502951,0.34607041,1.193646556,1.178939019,1.181513756,1.115905519,1.063329994,1.038854723,0.955775752,0.939841367,0.921878634,0.908128461,0.937822979
Sweden,SWE,6.575114819,6.490931915,6.781937054,7.275960021,7.881832659,8.091214895,9.289516393,8.762771734,9.808167804,10.84301205,11.47625115,10.43728723,10.42990396,10.72813076,9.781142507,9.856978396,10.73174994,10.38947358,9.602283229,10.23128044,8.62825704,8.338242308,7.47632048,6.991990397,6.871373396,7.466222754,7.405920191,7.104207644,6.803764817,6.614009655,6.036460334,6.423713881,6.58615413,6.071785837,6.383113875,6.052176197,6.781901165,6.180753872,6.215529497,5.776010116,5.644931334,5.712692602,6.390239355,6.152623493,6.035091216,5.739997606,5.433958574,5.37899269
